seed_doi,seed_openalex_id,seed_title,citer_key
10.1109/saner60148.2024.00030,https://openalex.org/W4400680392,T-FREX: A Transformer-based Feature Extraction Method from Mobile App Reviews,10.1145/3695988
10.1109/saner60148.2024.00030,https://openalex.org/W4400680392,T-FREX: A Transformer-based Feature Extraction Method from Mobile App Reviews,10.1109/access.2024.3443527
10.1109/saner60148.2024.00030,https://openalex.org/W4400680392,T-FREX: A Transformer-based Feature Extraction Method from Mobile App Reviews,10.1016/j.infsof.2025.107697
10.1109/saner60148.2024.00030,https://openalex.org/W4400680392,T-FREX: A Transformer-based Feature Extraction Method from Mobile App Reviews,10.7717/peerj-cs.2401
10.1109/saner60148.2024.00030,https://openalex.org/W4400680392,T-FREX: A Transformer-based Feature Extraction Method from Mobile App Reviews,10.1007/s10664-025-10660-y
10.1109/saner60148.2024.00030,https://openalex.org/W4400680392,T-FREX: A Transformer-based Feature Extraction Method from Mobile App Reviews,10.1007/s10515-025-00567-9
10.1109/saner60148.2024.00030,https://openalex.org/W4400680392,T-FREX: A Transformer-based Feature Extraction Method from Mobile App Reviews,10.1109/aree63378.2025.10880263
10.1109/saner60148.2024.00030,https://openalex.org/W4400680392,T-FREX: A Transformer-based Feature Extraction Method from Mobile App Reviews,10.1007/978-3-031-88531-0_9
10.1109/saner60148.2024.00030,https://openalex.org/W4400680392,T-FREX: A Transformer-based Feature Extraction Method from Mobile App Reviews,10.1109/icse55347.2025.00217
10.1109/saner60148.2024.00030,https://openalex.org/W4400680392,T-FREX: A Transformer-based Feature Extraction Method from Mobile App Reviews,10.1007/s13278-025-01517-9
10.1109/saner60148.2024.00030,https://openalex.org/W4400680392,T-FREX: A Transformer-based Feature Extraction Method from Mobile App Reviews,10.1109/re63999.2025.00012
10.1109/saner60148.2024.00030,https://openalex.org/W4400680392,T-FREX: A Transformer-based Feature Extraction Method from Mobile App Reviews,10.21203/rs.3.rs-4268476/v1
10.1109/saner60148.2024.00030,https://openalex.org/W4400680392,T-FREX: A Transformer-based Feature Extraction Method from Mobile App Reviews,10.1109/forge66646.2025.00036
10.1109/saner60148.2024.00030,https://openalex.org/W4400680392,T-FREX: A Transformer-based Feature Extraction Method from Mobile App Reviews,10.1007/s10614-025-11057-1
10.1109/saner60148.2024.00030,https://openalex.org/W4400680392,T-FREX: A Transformer-based Feature Extraction Method from Mobile App Reviews,10.1109/compsac65507.2025.00281
10.1109/saner60148.2024.00030,https://openalex.org/W4400680392,T-FREX: A Transformer-based Feature Extraction Method from Mobile App Reviews,10.1109/re63999.2025.00048
10.1109/saner60148.2024.00030,https://openalex.org/W4400680392,T-FREX: A Transformer-based Feature Extraction Method from Mobile App Reviews,10.1007/s40747-025-02143-w
10.1109/saner60148.2024.00030,https://openalex.org/W4400680392,T-FREX: A Transformer-based Feature Extraction Method from Mobile App Reviews,10.1109/asew67777.2025.00027
10.1109/saner60148.2024.00030,https://openalex.org/W4400680392,T-FREX: A Transformer-based Feature Extraction Method from Mobile App Reviews,10.1109/tencon66050.2025.11375495
10.1109/ictai59109.2023.00135,https://openalex.org/W4389988752,Zero-shot Bilingual App Reviews Mining with Large Language Models,10.1145/3691620.3695591
10.1109/ictai59109.2023.00135,https://openalex.org/W4389988752,Zero-shot Bilingual App Reviews Mining with Large Language Models,10.1007/978-3-031-73143-3_10
10.1109/ictai59109.2023.00135,https://openalex.org/W4389988752,Zero-shot Bilingual App Reviews Mining with Large Language Models,10.1145/3744644
10.1109/ictai59109.2023.00135,https://openalex.org/W4389988752,Zero-shot Bilingual App Reviews Mining with Large Language Models,10.1109/icse55347.2025.00138
10.1109/ictai59109.2023.00135,https://openalex.org/W4389988752,Zero-shot Bilingual App Reviews Mining with Large Language Models,10.1109/rew61692.2024.00009
10.1109/ictai59109.2023.00135,https://openalex.org/W4389988752,Zero-shot Bilingual App Reviews Mining with Large Language Models,10.1109/iceccme62383.2024.10796376
10.1109/ictai59109.2023.00135,https://openalex.org/W4389988752,Zero-shot Bilingual App Reviews Mining with Large Language Models,10.1109/access.2025.3556313
10.1109/ictai59109.2023.00135,https://openalex.org/W4389988752,Zero-shot Bilingual App Reviews Mining with Large Language Models,10.2139/ssrn.5002351
10.1109/ictai59109.2023.00135,https://openalex.org/W4389988752,Zero-shot Bilingual App Reviews Mining with Large Language Models,10.1007/s00521-025-11611-w
10.1109/ictai59109.2023.00135,https://openalex.org/W4389988752,Zero-shot Bilingual App Reviews Mining with Large Language Models,10.1109/rew66121.2025.00014
10.1109/ictai59109.2023.00135,https://openalex.org/W4389988752,Zero-shot Bilingual App Reviews Mining with Large Language Models,10.1109/ictai66417.2025.00049
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.3389/frai.2024.1436350
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1145/3712005
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1007/s10270-025-01263-8
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1002/spe.70005
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1145/3719006
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.3390/software4030014
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.3390/info15060354
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1007/978-3-031-75872-0_14
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1109/jiot.2024.3450710
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1145/3652620.3687810
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1007/s00766-025-00442-9
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1007/s10270-025-01307-z
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1007/978-3-031-94569-4_1
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1007/978-3-031-95397-2_13
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1007/978-3-031-99554-5_40
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1109/re59067.2024.00014
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1145/3640310.3674085
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1145/3652620.3686246
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1109/i2ct61223.2024.10544242
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1145/3652620.3676877
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1109/isct62336.2024.10791169
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1145/3696673.3723053
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1007/978-3-031-64285-2_12
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1109/icesc60852.2024.10689987
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1109/icipca61593.2024.10709037
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1109/ictke62841.2024.10787176
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1109/ithet61869.2024.10837671
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1109/it64745.2025.10930270
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1007/978-3-031-88531-0_18
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.20944/preprints202403.0556.v1
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.36948/ijfmr.2024.v06i03.19804
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.32620/aktt.2024.2.10
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1007/978-3-031-73143-3_12
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.19053/uptc.01211129.v33.n69.2024.18076
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1109/nlbse66842.2025.00009
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1109/sse67621.2025.00033
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1007/978-3-032-04190-6_21
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.5753/sbcars.2025.14592
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.59400/cai2601
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1007/978-3-032-08623-5_8
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1007/978-981-95-4213-0_11
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1109/bcca66705.2025.11229637
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1109/models67397.2025.00014
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1109/models67397.2025.00018
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1007/978-3-032-12063-2_7
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1109/conecct65861.2025.11306851
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1007/s10515-025-00587-5
10.1109/models-c59198.2023.00096,https://openalex.org/W4390098205,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,10.1109/tnse.2026.3653678
10.1109/acdsa59508.2024.10467677,https://openalex.org/W4392981831,AI-Driven User Story Generation,10.4018/979-8-3693-9158-7.ch001
10.1109/acdsa59508.2024.10467677,https://openalex.org/W4392981831,AI-Driven User Story Generation,10.1109/access.2024.3478833
10.1109/acdsa59508.2024.10467677,https://openalex.org/W4392981831,AI-Driven User Story Generation,10.1109/access.2025.3589959
10.1109/acdsa59508.2024.10467677,https://openalex.org/W4392981831,AI-Driven User Story Generation,10.19053/uptc.01211129.v33.n69.2024.18076
10.1109/access.2025.3556313,https://openalex.org/W4409014381,Rethinking Technological Investment and Cost-Benefit: A Software Requirements Dependency Extraction Case Study,10.3390/software4040025
