Source,ID,Authors,Title,Year,Source title,Cited by,DOI,Abstract,Done?,IC1 - LLM4RE,IC2 - Dataset,EC1 - Paper public,EC2 - Dataset public,Comments,,
Scopus,P121,"A., El-Hajjami, Abdelkarim; N., Fafin, Nicolas; C., Salinesi, Camille","Which AI Technique Is Better to Classify Requirements? An Experiment with SVM, LSTM, and ChatGPT",2024,CEUR Workshop Proceedings,0,,"Recently, Large Language Models like ChatGPT have demonstrated remarkable proficiency in various Natural Language Processing tasks. Their application in Requirements Engineering, especially in requirements classification, has gained increasing interest. This paper report an extensive empirical evaluation of two ChatGPT models, specifically gpt-3.5-turbo, and gpt-4 in both zero-shot and few-shot settings for requirements classification. The question arises as to how these models compare to traditional classification methods, specifically Support Vector Machine and Long Short-Term Memory. Based on five different datasets, our results show that there is no single best technique for all types of requirement classes. Interestingly, the few-shot setting has been found to be beneficial primarily in scenarios where zero-shot results are significantly low. © 2024 Elsevier B.V., All rights reserved.",TRUE,TRUE,TRUE,FALSE,FALSE,,,
Scopus,P122,"J.O., Couder, Juan Ortiz; D., Gomez, Dawson; O., Ochoa, Omar",Requirements Verification Through the Analysis of Source Code by Large Language Models,2024,Conference Proceedings - IEEE SOUTHEASTCON,4,10.1109/SoutheastCon52093.2024.10500073,"In the most recent years, Large Language Models (LLMs) have gained popularity and have been accepted and used in different domains due to their ability to understand and generate written language. LLMs allow us to analyze large amounts of data in a few moments, yet they are also extremely simple to use, making them a very powerful assistive tool that can aid in a wide range of tasks; from planning a family trip, to aid during the development process of a huge system. For software developers, LLMs have been mostly used for code generation, explanation, or optimization. Software verification is a crucial part of software development as it is the process of ensuring that a system meets specific requirements. Requirements specifications play a pivotal role in software verification as they define what a system should do. In this paper we propose the use of LLMs for code verification through the analysis of requirements specifications. We prove that LLMs, such as GPT-3.5, can verify a list of requirements through a given code and evaluate why the requirements have or have not been met. © 2024 Elsevier B.V., All rights reserved.",TRUE,FALSE,FALSE,FALSE,FALSE,,,
Scopus,P123,"A., Mehraj, Ali; Z., Zhang, Zheying; K., Systä, Kari",A Tertiary Study on AI for Requirements Engineering,2024,Lecture Notes in Computer Science,6,10.1007/978-3-031-57327-9_10,"Context and Motivation: Rapid advancements in Artificial Intelligence (AI) have significantly influenced requirements engineering (RE) practices. Problem: While many recent secondary studies have explored AI’s role in RE, a thorough understanding of the use of AI for RE (AI4RE) and its inherent challenges remains in its early stages.Principal Ideas: To fill this knowledge gap, we conducted a tertiary review on understanding how AI assists RE practices. Contribution: We analyzed 28 secondary studies from 2017 to September 2023 about using AI in RE tasks such as elicitation, classification, analysis, specification, management, and tracing. Our study reveals a trend of combining natural language process techniques with machine learning models like Latent Dirichlet Allocation (LDA) and Naive Bayes, and a surge in using large language models (LLMs) for RE. The study also identified challenges of AI4RE related to ambiguity, language, data, algorithm, and evaluation. The study gives topics for future research, particularly for researchers who want to start new research in this field. © 2024 Elsevier B.V., All rights reserved.",TRUE,FALSE,TRUE,FALSE,FALSE,,,
Scopus,P124,,"30th International Working Conference on Requirements Engineering: Foundation for Software Quality, REFSQ 2024",2024,Lecture Notes in Computer Science,0,,"The proceedings contain 22 papers. The special focus in this conference is on Requirements Engineering: Foundation for Software Quality. The topics include: Assessing the Understandability and Acceptance of Attack-Defense Trees for Modelling Security Requirements; learning to Rank Privacy Design Patterns: A Semantic Approach to Meeting Privacy Requirements; a New Usability Inspection Method: Experience-Based Analysis; governance-Focused Classification of Security and Privacy Requirements from Obligations in Software Engineering Contracts; what Impact Do My Preferences Have?; Candidate Solutions for Defining Explainability Requirements of AI Systems; Opportunities and Limitations of AI in Human-Centered Design a Research Preview; A Tertiary Study on AI for Requirements Engineering; Exploring LLMs’ Ability to Detect Variability in Requirements; Designing NLP-Based Solutions for Requirements Variability Management: Experiences from a Design Science Study at Visma; Natural2CTL: A Dataset for Natural Language Requirements and Their CTL Formal Equivalents; Towards a Comprehensive Ontology for Requirements Engineering for AI-Powered Systems; Operationalizing Machine Learning Using Requirements-Grounded MLOps; unveiling Competition Dynamics in Mobile App Markets Through User Reviews; exploring the Automatic Classification of Usage Information in Feedback; channeling the Voice of the Crowd: Applying Structured Queries in User Feedback Collection; requirements Information in Backlog Items: Content Analysis; Requirements Engineering for No-Code Development (RE4NCD); behavior-Driven Specification in Practice: An Experience Report; the Return of Formal Requirements Engineering in the Era of Large Language Models. © 2024 Elsevier B.V., All rights reserved.",TRUE,FALSE,FALSE,FALSE,FALSE,,,
Scopus,P125,"J.U., Oswal, Jay U.; H.T., Kanakia, Harshil T.; D., Suktel, Devvrat",Transforming Software Requirements into User Stories with GPT-3.5 -: An AI-Powered Approach,2024,,5,10.1109/IDCIoT59759.2024.10467750,"In today's dynamic software development landscape, Agile methodologies have established themselves as essential for organizations striving to swiftly adapt to evolving customer needs and market demands. A cornerstone of the Agile framework is the concept of User Stories, a concise format for expressing software requirements from an end-user perspective. The manual generation of User Stories from unstructured requirement texts proves to be a labor-intensive endeavor, riddled with challenges related to maintaining consistency and adhering to specific organizational practices. This research underscores the profound importance of Agile Methodology in contemporary software development and underscores the critical role that User Stories play within this framework. To address the inherent inefficiencies associated with manual User Story creation, this paper introduces a novel and innovative AI-powered approach that uses the advanced capabilities of the GPT-3.5 language model. This approach facilitates a seamless and efficient transformation of software requirement text into standardized User Stories by studying various prompting techniques. In this research paper the practical implementation of our approach have been illustrated, we have developed an application harnessing the natural language processing capabilities of GPT-3.5 where in the user can enter or upload the requirement text and it will be transformed into user stories. © 2024 Elsevier B.V., All rights reserved.",TRUE,FALSE,FALSE,FALSE,FALSE,,,
Scopus,P126,,"workshops presented at 23rd International Conferences on Agile Software Development, XP 2022 and 24th International Conferences on Agile Software Development, XP 2023",2024,Lecture Notes in Business Information Processing,0,,"The proceedings contain 22 papers. The special focus in this conference is on Agile Software Development. The topics include: Towards a X-as-a-Service Application in Industrial Laundry – A Case Study of Information Requirement Engineering in Emerging Data Ecosystems; software Startup Ecosystem in Namibia; industry Expectations for Product Ops Professionals: A Review of Job Advertisements; unveiling the Spectrum of Hybrid Work in Software Engineering: Research Directions; defining a Remote Work Policy: Aligning Actions and Intentions; business Development in Large-Scale Agile Software Development: Barriers and Enablers; ChatGPT as a Tool for User Story Quality Evaluation: Trustworthy Out of the Box?; Survey of AI Tool Usage in Programming Course: Early Observations; Turning Large Language Models into AI Assistants for Startups Using Prompt Patterns; enhancing Agile Software Development Sustainability Through the Integration of User Experience and Gamification; ChatGPT as a Fullstack Web Developer - Early Results; reviewing Crypto-Agility and Quantum Resistance in the Light of Agile Practices; empirical Investigation of Quantum Computing on Solving Complex Problems; Sustainable IT in an Agile DevOps Setup Leads to a Shift Left in Sustainability Engineering; improving the Implementation of Microservice-Based Systems with Static Code Analysis; towards an Architecture-Centric Methodology for Migrating to Microservices; being Agile in a Data Science Project; the Future of Work: Agile in a Hybrid World; organizational Debt in Large-Scale Hybrid Agile Software Development: A Case Study on Coordination Mechanisms; the Know-How of Agile Retrospectives in Software Startups. © 2024 Elsevier B.V., All rights reserved.",TRUE,FALSE,FALSE,FALSE,FALSE,,,
Scopus,P127,"V., Svátek, Vojtech; O.Ř.E., Ŝváb-Zamazal, Ondr̂ej Ř.Ej; K., Haniková, Kateřina; D., Chudán, David; M.J., Saeedizade, Mohammad Javad; E., Blomqvist, Eva","Welcome, newborn entity! on handling newly generated entities in ontology transformation",2024,CEUR Workshop Proceedings,0,,"Modeling can be seen both as an engineering and a design task. Even when clear requirements are available for an ontology modeling endevour, many times the requirements can be solved in several different ways. Even further, when requirements change and evolve, a certain modeling style, or pattern, may no longer be the best choice. However, refactoring an ontology due to such changes in requirements, or due to the desire to align better with other external ontologies or data sets, is a complex and tedious process, also requiring extensive expertise. Attempting to automate part of the ontology transformation process, by identifying typical transformation patterns, and creating tool support for their semi-automated application, is therefore an important research topic. One specific sub-task of such automation is the naming of new entities (e.g. classes or properties) that are generated through the pattern application. In this paper we discuss the need for such automated naming support, and show the feasibility of introducing Large Language Models (LLMs) for taking the automation one step further. © 2025 Elsevier B.V., All rights reserved.",TRUE,FALSE,FALSE,FALSE,FALSE,,,
Scopus,P128,"A.J., Aberkane, Abdel Jaouad; S.K.L.M., Vanden Broucke, Seppe K.L.M.; G., Poels, Geert; G., Georgiadis, Georgios",Leveraging ChatGPT for GDPR Compliance in Requirements Engineering: A Pilot Study,2024,,0,10.1109/SpaCCS63173.2024.00012,"Large Language Models (LLMs) have significantly impacted various industries, offering enhanced processes and decision-making capabilities. Among these models, ChatGPT, an intelligent conversational agent, has found applications in multiple fields, including software development. This study explores how ChatGPT can benefit requirements engineering (RE), specifically in facilitating compliance with the General Data Protection Regulation (GDPR) principle of data protection by design and default. In particular, our research objective is to evaluate ChatGPT's ability to support professionals in assessing GDPR compliance within user stories, thus enhancing requirement quality. We obtain insights into ChatGPT's strengths and limitations in this context through an experiment and survey pilot study with experts. The experiment's outcome suggests that respondents generally agreed with ChatGPT's evaluation of user stories on GDPR compliance, agreeing with almost 73% of ChatGPT's evaluations. Furthermore, the survey results showed reservations regarding recommending ChatGPT to peers or colleagues, suggesting a cautious stance within the professional community. This study provides insights into ChatGPT's utility as an assistive tool for GDPR compliance in RE, presenting a starting point to address GDPR challenges in RE using LLMs. © 2025 Elsevier B.V., All rights reserved.",TRUE,TRUE,FALSE,FALSE,FALSE,,,
Scopus,P129,"E., Sutoyo, Edi; P.C., Avgeriou, Paris C.; A., Capiluppi, Andrea",Deep Learning and Data Augmentation for Detecting Self-Admitted Technical Debt,2024,"Proceedings - Asia-Pacific Software Engineering Conference, APSEC",0,10.1109/APSEC65559.2024.00022,"Self-Admitted Technical Debt (SATD) refers to circumstances where developers use textual artifacts to explain why the existing implementation is not optimal. Past research in detecting SATD has focused on either identifying SATD (classifying SATD items as SATD or not) or categorizing SATD (labeling instances as SATD that pertain to requirement, design, code, test debt, etc.). However, the performance of these approaches remains suboptimal, particularly for specific types of SATD, such as test and requirement debt, primarily due to extremely imbalanced datasets. To address these challenges, we build on earlier research by utilizing BiLSTM architecture for the binary identification of SATD and BERT architecture for categorizing different types of SATD. Despite their effectiveness, both architectures struggle with imbalanced data. Therefore, we employ a large language model data augmentation strategy to mitigate this issue. Furthermore, we introduce a two-step approach to identify and categorize SATD across various datasets derived from different artifacts. Our contributions include providing a balanced dataset for future SATD researchers and demonstrating that our approach significantly improves SATD identification and categorization performance compared to baseline methods. © 2025 Elsevier B.V., All rights reserved.",TRUE,FALSE,FALSE,FALSE,FALSE,,,
Scopus,P130,"C., Arora, Chetan; A.I., Sayeed, Ahnaf Ibn; S.A., Licorish, Sherlock A․; F., Wang, Fanyu; C., Treude, Christoph",Optimizing LLMs for Code Generation: Which Hyperparameter Settings Yield the Best Results?,2024,"Proceedings - Asia-Pacific Software Engineering Conference, APSEC",0,10.1109/APSEC65559.2024.00039,"Large Language Models (LLMs), such as GPT models, are increasingly used in software engineering for various tasks, such as code generation, requirements management, and debugging. While automating these tasks has garnered significant attention, a systematic study on the impact of varying hyperparameters on code generation outcomes remains unexplored. This study aims to assess LLMs' code generation performance by exhaustively exploring the impact of various hyperparameters. Hyperparameters for LLMs are adjustable settings that affect the model's behaviour and performance. Specifically, we investigated how changes to the hyperparameters-temperature, top probability (top_p), frequency penalty, and presence penalty-affect code generation outcomes. We systematically adjusted all hyperparameters together, exploring every possible combination by making small increments to each hyperparameter at a time. This exhaustive approach was applied to 13 Python code generation tasks, yielding one of four outcomes for each hyperparameter combination: no output from the LLM, non-executable code, code that fails unit tests, or correct and functional code. We analysed these outcomes for a total of 14,742 generated Python code segments, focusing on correctness, to determine how the hyperparameters influence the LLM to arrive at each outcome. Using correlation coefficient and regression tree analyses, we ascertained which hyperparameters influence which aspect of the LLM. Our results indicate that optimal performance is achieved with a temperature below 0.5, top probability below 0.75, frequency penalty above -1 and below 1.5, and presence penalty above -1. We make our dataset and results available to facilitate replication. © 2025 Elsevier B.V., All rights reserved.",TRUE,FALSE,FALSE,FALSE,FALSE,,,
Scopus,P131,"Q., Motger, Quim Motger; A., Miaschi, Alessio Miaschi; F., Dell'Orletta, Felice Dell'Orletta; X., Franch, Xavier Franch; J., Marco, Jordi Marco",T-FREX: A Transformer-based Feature Extraction Method from Mobile App Reviews,2024,"Proceedings 2024 IEEE International Conference on Software Analysis Evolution and Reengineering, SANER",11,10.1109/SANER60148.2024.00030,"Mobile app reviews are a large-scale data source for software-related knowledge generation activities, including software maintenance, evolution and feedback analysis. Effective extraction of features (i.e., functionalities or characteristics) from these reviews is key to support analysis on the acceptance of these features, identification of relevant new feature requests and prioritization of feature development, among others. Traditional methods focus on syntactic pattern-based approaches, typically context-agnostic, evaluated on a closed set of apps, difficult to replicate and limited to a reduced set and domain of apps. Mean-while, the pervasiveness of Large Language Models (LLMs) based on the Transformer architecture in software engineering tasks lays the groundwork for empirical evaluation of the performance of these models to support feature extraction. In this study, we present T-FREX, a Transformer-based, fully automatic approach for mobile app review feature extraction. First, we collect a set of ground truth features from users in a real crowdsourced software recommendation platform and transfer them automatically into a dataset of app reviews. Then, we use this newly created dataset to fine-tune multiple LLMs on a named entity recognition task under different data configurations. We assess the performance of T-FREX with respect to this ground truth, and we complement our analysis by comparing T-FREX with a baseline method from the field. Finally, we assess the quality of new features predicted by T-FREX through an external human evaluation. Results show that T-FREX outperforms on average the traditional syntactic-based method, especially when discovering new features from a domain for which the model has been fine-tuned. © 2024 IEEE.",TRUE,TRUE,TRUE,FALSE,FALSE,,,
Scopus,P132,"S., Schleifer, Simon; A., Lungu, Adriana; B., Kruse, Benjamin; S., van Putten, Sebastiaan; S., Goetz, Stefan; S., Wartzack, Sandro","Minimal Data, Maximal Impact: Language Model-based Pipelines for the Automatic Generation of Use Case Diagrams from Requirements",2024,,1,10.35199/dfx2024.25,"Striving for unique selling points leads to an increase in product requirements, which are prevalently written in natural language. In order to mitigate inherent ambiguities in these requirements specifications, methods of Model-Based Systems Engineering, like use case diagrams, can be utilized. However, creating model-based requirements is time-consuming. Thus, two novel pipelines for the automatic generation of use case diagrams are proposed and discussed with focus on reducing the amount of needed annotated training data. The first pipeline combines named entity recognition with active learning. The second pipeline utilizes generative large language models and prompt engineering. Both pipelines are exemplarily applied to a requirements specification from the automotive industry. © 2025 Elsevier B.V., All rights reserved.",TRUE,FALSE,FALSE,FALSE,FALSE,,,
Scopus,P133,"N., Trokanas, Nikos; M.J., Bussemaker, Madeleine J.; K., Antonis, Kokossis; F.V., Cecelja, Franjo V.",Combining Ontologies and Llms to Evaluate and Improve Engineering Curricula,2024,,0,,"This research introduces an innovative framework to evaluate and enhance engineering curricula by integrating domain-specific ontologies with Large Language Models (LLMs). As engineering fields continuously evolve, curricula must keep pace with the rapid advancement of technologies and industry needs. Traditional curriculum evaluation methods rely on static criteria and limited interdisciplinary perspectives, often failing to capture the complexities of modern engineering requirements. This study addresses these challenges by creating a more adaptive, comprehensive, and data-driven approach to evaluating and updating engineering programs. © 2025 Elsevier B.V., All rights reserved.",TRUE,FALSE,FALSE,FALSE,FALSE,,,
Scopus,P134,"Y., Wang, Yizhuo; S., Cui, Shiqi; R., Wan, Rongxin; J., Wang, Jingyi; F., Wang, Fanggang",Large Language Models Based Communication Simulation Platform,2024,,0,10.1109/ICCT62411.2024.10946635,"In recent years, Large Language Models (LLMs) have been widely used in various fields, including personalized education, data analysis, disease diagnosis, and engineering design. These advancements have opened new possibilities for wireless communication engineering. In this paper, we propose an LLM-based human-machine collaborative framework to generate a simulation platform for the communication system. The proposed framework effectively combines human experience with the powerful generative capabilities of LLMs through well-designed prompt engineering techniques, enhancing the design of wireless communication systems. Specifically, the proposed prompt engineering framework directs the LLM in tasks such as requirement elicitation, system modeling, and code generation for different modules of wireless communication systems. Parallel tests on the commercially mature LLMs like GPT-3.5 and Claude 3 further demonstrate that our approach can improve the efficiency, quality, and reliability of the design process. © 2025 Elsevier B.V., All rights reserved.",TRUE,FALSE,FALSE,FALSE,FALSE,,,
Scopus,P135,"L.M., Reinpold, Lasse Matthias; M., Schieseck, Marvin; L.P., Wagner, Lukas Peter; F., Gehlhoff, Felix; A., Fay, Alexander",Exploring LLMs for Verifying Technical System Specifications Against Requirements,2024,,1,10.1109/ONCON62778.2024.10931625,"Requirements engineering is a knowledge intensive process and crucial for the success of engineering projects. The field of knowledge-based requirements engineering (KBRE) aims to support engineers by providing knowledge to assist in the elicitation, validation, and management of system requirements. The advent of large language models (LLMs) opens new opportunities in the field of KBRE. This work experimentally investigates the potential of LLMs in requirements verification. Therein, LLMs are provided with a set of requirements and a textual system specification and are prompted to assess which requirements are fulfilled by the system specification. Different experimental variables such as system specification complexity, the number of requirements, and prompting strategies were analyzed. Formal rule-based systems serve as a benchmark to compare LLM performance to. Requirements and system specifications are derived from the smart-grid domain. Results show that advanced LLMs, like GPT-4o and Claude 3.5 Sonnet, achieved f1-scores between 79 % and 94 % in identifying non-fulfilled requirements, indicating potential for LLMs to be leveraged for requirements verification. © 2025 Elsevier B.V., All rights reserved.",TRUE,TRUE,TRUE,FALSE,TRUE,,,
Scopus,P136,,System Report for CCL24-Eval Task 8: Prompt Construction Based on Prompt Engineering and Chain-of-Thought; CCL24-Eval 任务8系统报告：基于提示工程和思维链的提示词构造,2024,,0,,"Evaluation on Commonsense Reasoning and Moral Understanding in Children's Stories (CRMU), aims to evaluate the commonsense reasoning and story comprehension abilities of Chinese pre-trained language models and large language models from multiple perspectives, focusing on both Commonsense Reasoning (CR) and Moral Understanding (MU). This task tests the models' ability to retain commonsense knowledge and their deep understanding of textual content, making it extremely challenging. With thedevelopment of large language models, their excellent instruction-following capabilities have significantly improved the efficiency and effectiveness of natural language processing tasks. However, this also raises the bar for prompt design, as the quality of the prompts directly affects the model's performance and the accuracy of the predictions. Therefore, designing effective prompts has become crucial, requiring not only an understanding of the specific task requirements but also an in-depth knowledge of and flexibility in using language models. In this paper, we propose a prompt construction method based on prompt engineering for the two tasks in Track 1 of the Children's Story Commonsense Reasoning and Implication Understanding Evaluation. First, we introduce a general prompt construction framework that integrates prompt engineering and chain of thought reasoning. Then, we adjust the corresponding prompt templates for each specific task. Finally, we use these prompts in conjunction with the language model to generate prediction results. In this evaluation, our method achieved third place under the closed data conditions of Track 1, demonstrating the effectiveness of our approach and its potential applications in the field of natural language understanding. © 2025 Elsevier B.V., All rights reserved.",TRUE,FALSE,FALSE,FALSE,FALSE,,,
Scopus,P137,"H., Liu, Hanyue; M.B., García, Marina Bueno; N., Korkakakis, Nikolaos",Exploring Multi-Label Data Augmentation for LLM Fine-Tuning and Inference in Requirements Engineering: A Study with Domain Expert Evaluation,2024,,0,10.1109/ICMLA61862.2024.00064,"The application of Large Language Models (LLMs) has led to advancements in requirements engineering by providing automated solutions for various tasks. However, these models face challenges when processing complex and confidential multi-label data. This study investigates the impact of data augmentation on LLM performance during fine-tuning and inference in requirements engineering. A novel data augmentation technique is introduced specifically designed for multi-label technical data. The effectiveness of this approach is assessed through controlled experiments involving three fine-tuned LLMs, with evaluations conducted using clearly defined metrics. Three state-of-the-art LLMs were used to assess the performance of these models, and five domain experts validated the results. The findings show that: 1) correct implementation of the proposed data augmentation technique can improve LLM performance; however, incorrect implementation may have adverse effects; 2) the quality of training datasets limits the potential performance of fine-tuned LLMs; and 3) with a well-defined evaluation framework, LLMs can serve as effective judges in requirements engineering tasks, even without extensive domain-specific expertise. This research provides insights for developing more robust and efficient LLM-based frameworks in specific contexts. © 2025 Elsevier B.V., All rights reserved.",TRUE,TRUE,TRUE,FALSE,TRUE,,,
Scopus,P138,"V., Ramasamy, Vijayalakshmi; S., Ramamoorthy, Suganya; G.S., Walia, Gursimran Singh; E., Kulpinski, Eli; A., Antreassian, Aaron",Enhancing User Story Generation in Agile Software Development Through Open AI and Prompt Engineering,2024,"Proceedings - Frontiers in Education Conference, FIE",0,10.1109/FIE61694.2024.10893343,"This innovative practice full paper explores the use of AI technologies in user story generation. With the emergence of agile software development, generating comprehensive user stories that capture all necessary functionalities and perspectives has become crucial for software development. Every computing program in the United States requires a semester-or year-long senior capstone project, which requires student teams to gather and document technical requirements. Effective user story generation is crucial for successfully implementing software projects. However, user stories written in natural language can be prone to inherent defects such as incompleteness and incorrectness, which may creep in during the downstream development activities like software designs, construction, and testing. One of the challenges faced by software engineering educators is to teach students how to elicit and document requirements, which serve as a blueprint for software development. Advanced AI technologies have increased the popularity of large language models (LLMs) trained on large multimodal datasets. Therefore, utilizing LLM-based techniques can assist educators in helping students discover aspects of user stories that may have been overlooked or missed during the manual analysis of requirements from various stakeholders. The main goal of this research study is to investigate the potential application of OpenAI techniques in software development courses at two academic institutions to enhance software design and development processes, aiming to improve innovation and efficiency in team project-based educational settings. The data used for the study constitute student teams generating user stories by traditional methods (control) vs. student teams using OpenAI agents (treatment) such as gpt-4-turbo for generating user stories. The overarching research questions include: RQ-l) What aspects of user stories generated using OpenAI prompt engineering differ significantly from those generated using the traditional method? RQ-2) Can the prompt engineering data provide insights into the efficacy of the questions/prompts that affect the quality and comprehensiveness of user stories created by software development teams? Industry experts evaluated the user stories created and analyzed how prompt engineering affects the overall effectiveness and innovation of user story creation, which provided guidelines for incorporating AI-driven approaches into software development practices. Overall, this research seeks to contribute to the growing body of knowledge on the application of AI in software engineering education, specifically in user story generation. Investigating the use of AI technologies in user story generation could further enhance the usability of prompt engineering in agile software development environments. We plan to expand the study to investigate the long-term effects of prompt engineering on all phases of software development. © 2025 Elsevier B.V., All rights reserved.",TRUE,TRUE,TRUE,FALSE,TRUE,,,
Scopus,P139,"Z., Zhang, Ziyin; C., Chen, Chaoyu; B., Liu, Bingchang; C., Liao, Cong; Z., Gong, Zi; H., Yu, Hang; J., Li, Jianguo; R., Wang, Rui",Unifying the Perspectives of NLP and Software Engineering: A Survey on Language Models for Code,2024,Transactions on Machine Learning Research,1,,"In this work we systematically review the recent advancements in software engineering with language models, covering 70+ models, 40+ evaluation tasks, 180+ datasets, and 900 related works. Unlike previous works, we integrate software engineering (SE) with natural language processing (NLP) by discussing the perspectives of both sides: SE applies language models for development automation, while NLP adopts SE tasks for language model evaluation. We break down code processing models into general language models represented by the GPT family and specialized models that are specifically pretrained on code, often with tailored objectives. We discuss the relations and differences between these models, and highlight the historical transition of code modeling from statistical models and RNNs to pretrained Transformers and LLMs, which is exactly the same course that had been taken by NLP. We also go beyond programming and review LLMs’ application in other software engineering activities including requirement engineering, testing, deployment, and operations in an endeavor to provide a global view of NLP in SE, and identify key challenges and potential future directions in this domain. We keep the survey open and updated on GitHub at https://github.com/codefuse-ai/Awesome-Code-LLM. © 2025 Elsevier B.V., All rights reserved.",TRUE,FALSE,TRUE,FALSE,FALSE,,,
Scopus,P140,"H., Du, Haoze; P., Rashid, Parvez; Q., Jia, Qinjin; E.F., Gehringer, Edward F.",Interactive Rubric Generator for Instructor's Assessment Using Prompt Engineering and Large Language Models,2024,"Proceedings - Frontiers in Education Conference, FIE",0,10.1109/FIE61694.2024.10893448,"This research paper describes an interactive system using large language models and prompt engineering to generate rubrics. Rubrics have long been employed to ensure a grading system that is both equitable and consistent. In practice, generating rubrics could be challenging for instructors for many reasons (e.g., a tight course schedule, limited resources, and varying materials for different projects in the same course), which urges the need to generate the rubric automatically. To the best of our knowledge, little research has been performed on generating rubrics. In this work, we present a novel system based on Large Language Models (LLMs) and Prompt Engineering to help instructors generate rubric items interactively based on course materials, as well as assess the student's work using these rubrics to give timely feedback automatically. In this system, we applied several LLMs (e.g., GPT4, Llama, Falcon, and Hermes) to generate both rubric and feedback using this process: 1) a set of text chunks are initially generated from the textual materials (these textual materials may from various sources), then LDA (Latent Dirichlet Allocation) is applied to extract a set of keywords from the preprocessed text chunks for rubric generation; 2) a web page was designed to let the instructor choose if the keywords from the set are adequate as rubric words; 3) the rubric items are generated by LLMs from the rubric words. In our experiments, a total number of 1017 documents (including the syllabus, the course website, the requirement of projects, the students' works, and the instructors' feedback) were used to build the corpus to generate the rubric-related keywords. Three users (including one instructor and two teaching assistants) participated in generating the rubric interactively using the webpage. The results of experiments show that the interactively generated rubrics from the LLM-instructor system can achieve a level similar to manually created rubrics. We utilized different prompts to let the LLMs generate feedback for the student's work, based on the generated rubrics. Our study shows that generating automatic rubrics and feedback for student project reports is feasible, yet it also identifies significant challenges that future research needs to address. © 2025 Elsevier B.V., All rights reserved.",TRUE,FALSE,FALSE,FALSE,FALSE,,,
Scopus,P141,"S., Holt, Samuel; T., Liu, Tennison; M.D., van Schaar, Mihaela Der",Automatically Learning Hybrid Digital Twins of Dynamical Systems,2024,Advances in Neural Information Processing Systems,4,,"Digital Twins (DTs) are computational models that simulate the states and temporal dynamics of real-world systems, playing a crucial role in prediction, understanding, and decision-making across diverse domains. However, existing approaches to DTs often struggle to generalize to unseen conditions in data-scarce settings, a crucial requirement for such models. To address these limitations, our work begins by establishing the essential desiderata for effective DTs. Hybrid Digital Twins (HDTwins) represent a promising approach to address these requirements, modeling systems using a composition of both mechanistic and neural components. This hybrid architecture simultaneously leverages (partial) domain knowledge and neural network expressiveness to enhance generalization, with its modular design facilitating improved evolvability. While existing hybrid models rely on expert-specified architectures with only parameters optimized on data, automatically specifying and optimizing HDTwins remains intractable due to the complex search space and the need for flexible integration of domain priors. To overcome this complexity, we propose an evolutionary algorithm (HDTwinGen) that employs Large Language Models (LLMs) to autonomously propose, evaluate, and optimize HDTwins.2 Specifically, LLMs iteratively generate novel model specifications, while offline tools are employed to optimize emitted parameters. Correspondingly, proposed models are evaluated and evolved based on targeted feedback, enabling the discovery of increasingly effective hybrid models. Our empirical results reveal that HDTwinGen produces generalizable, sample-efficient, and evolvable models, significantly advancing DTs' efficacy in real-world applications. © 2025 Elsevier B.V., All rights reserved.",TRUE,FALSE,FALSE,FALSE,FALSE,,,
Scopus,P142,"A., Tikayat Ray, Archana; B.F., Cole, Bjorn F.; O.J., Pinon-Fischer, Olivia J.; A.P., Bhat, Anirudh Prabhakara; R.T., White, Ryan T.; D.N., Mavris, Dimitri N.",Agile Methodology for the Standardization of Engineering Requirements Using Large Language Models,2023,Systems,18,10.3390/systems11070352,"The increased complexity of modern systems is calling for an integrated and comprehensive approach to system design and development and, in particular, a shift toward Model-Based Systems Engineering (MBSE) approaches for system design. The requirements that serve as the foundation for these intricate systems are still primarily expressed in Natural Language (NL), which can contain ambiguities and inconsistencies and suffer from a lack of structure that hinders their direct translation into models. The colossal developments in the field of Natural Language Processing (NLP), in general, and Large Language Models (LLMs), in particular, can serve as an enabler for the conversion of NL requirements into machine-readable requirements. Doing so is expected to facilitate their standardization and use in a model-based environment. This paper discusses a two-fold strategy for converting NL requirements into machine-readable requirements using language models. The first approach involves creating a requirements table by extracting information from free-form NL requirements. The second approach consists of an agile methodology that facilitates the identification of boilerplate templates for different types of requirements based on observed linguistic patterns. For this study, three different LLMs are utilized. Two of these models are fine-tuned versions of Bidirectional Encoder Representations from Transformers (BERTs), specifically, aeroBERT-NER and aeroBERT-Classifier, which are trained on annotated aerospace corpora. Another LLM, called flair/chunk-english, is utilized to identify sentence chunks present in NL requirements. All three language models are utilized together to achieve the standardization of requirements. The effectiveness of the methodologies is demonstrated through the semi-automated creation of boilerplates for requirements from Parts 23 and 25 of Title 14 Code of Federal Regulations (CFRs). © 2023 Elsevier B.V., All rights reserved.",TRUE,TRUE,FALSE,TRUE,FALSE,,,
